x,variable,value,L1,site,,,
09/11/2014,y,NA,OLI,Sval7,,,
09/11/2014,y,NA,OLI,Sval8,,,
09/11/2014,y,NA,OLI,Sval9,,,
02/12/2014,y,NA,OLI,As,,,
02/12/2014,y,NA,OLI,Gs1,,,
02/12/2014,y,NA,OLI,Gs2,,,
02/12/2014,y,NA,OLI,Gs3,,,
02/12/2014,y,NA,OLI,Gs4,,,
02/12/2014,y,NA,OLI,Reveg,,,
02/12/2014,y,NA,OLI,Sval1,,,
02/12/2014,y,NA,OLI,Sval3,,,
02/12/2014,y,NA,OLI,Sval6,,,
02/12/2014,y,NA,OLI,Sval7,,,
02/12/2014,y,NA,OLI,Sval8,,,
02/12/2014,y,NA,OLI,Sval9,,,
18/12/2014,y,NA,OLI,As,,,
18/12/2014,y,NA,OLI,Gs1,,,
18/12/2014,y,NA,OLI,Gs2,,,
18/12/2014,y,NA,OLI,Gs3,,,
18/12/2014,y,NA,OLI,Gs4,,,
18/12/2014,y,NA,OLI,Reveg,,,
18/12/2014,y,NA,OLI,Sval1,,,
18/12/2014,y,NA,OLI,Sval3,,,
18/12/2014,y,NA,OLI,Sval6,,,
18/12/2014,y,NA,OLI,Sval7,,,
18/12/2014,y,NA,OLI,Sval8,,,
18/12/2014,y,NA,OLI,Sval9,,,
10/01/2015,y,0.303,OLI,As,,,
26/01/2015,y,NA,OLI,As,,,
27/01/2015,y,NA,ETM+,As,,,
27/01/2015,y,NA,ETM+,Gs1,,,
27/01/2015,y,-0.008,ETM+,Gs2,,,
27/01/2015,y,NA,ETM+,Gs3,,,
27/01/2015,y,NA,ETM+,Gs4,,,
27/01/2015,y,0.191,ETM+,Reveg,,,
27/01/2015,y,0.153,ETM+,Sval1,,,
27/01/2015,y,NA,ETM+,Sval3,,,
27/01/2015,y,NA,ETM+,Sval6,,,
27/01/2015,y,NA,ETM+,Sval7,,,
27/01/2015,y,NA,ETM+,Sval8,,,
27/01/2015,y,NA,ETM+,Sval9,,,
04/02/2015,y,NA,OLI,As,,,
04/02/2015,y,NA,OLI,Gs1,,,
04/02/2015,y,NA,OLI,Gs2,,,
04/02/2015,y,NA,OLI,Gs3,,,
04/02/2015,y,NA,OLI,Gs4,,,
04/02/2015,y,NA,OLI,Reveg,,,
04/02/2015,y,NA,OLI,Sval1,,,
04/02/2015,y,NA,OLI,Sval3,,,
04/02/2015,y,NA,OLI,Sval6,,,
04/02/2015,y,NA,OLI,Sval7,,,
04/02/2015,y,NA,OLI,Sval8,,,
04/02/2015,y,NA,OLI,Sval9,,,
11/02/2015,y,NA,OLI,As,,,
11/02/2015,y,0.245,OLI,Sval1,,,
11/02/2015,y,0.25,OLI,Sval3,,,
11/02/2015,y,NA,OLI,Sval6,,,
11/02/2015,y,0.221,OLI,Sval7,,,
11/02/2015,y,0.198,OLI,Sval8,,,
11/02/2015,y,0.182,OLI,Sval9,,,
01/03/2015,y,NA,OLI,As,,,
01/03/2015,y,NA,OLI,Gs1,,,
01/03/2015,y,NA,OLI,Gs2,,,
01/03/2015,y,NA,OLI,Gs3,,,
01/03/2015,y,NA,OLI,Gs4,,,
01/03/2015,y,NA,OLI,Reveg,,,
01/03/2015,y,NA,OLI,Sval1,,,
01/03/2015,y,NA,OLI,Sval3,,,
01/03/2015,y,NA,OLI,Sval6,,,
01/03/2015,y,NA,OLI,Sval7,,,
01/03/2015,y,NA,OLI,Sval8,,,
01/03/2015,y,NA,OLI,Sval9,,,
08/03/2015,y,NA,OLI,As,,,
08/03/2015,y,NA,OLI,Gs1,,,
08/03/2015,y,NA,OLI,Gs2,,,
08/03/2015,y,NA,OLI,Gs3,,,
08/03/2015,y,NA,OLI,Gs4,,,
08/03/2015,y,NA,OLI,Reveg,,,
08/03/2015,y,NA,OLI,Sval1,,,
08/03/2015,y,NA,OLI,Sval3,,,
08/03/2015,y,NA,OLI,Sval6,,,
08/03/2015,y,NA,OLI,Sval7,,,
08/03/2015,y,NA,OLI,Sval8,,,
08/03/2015,y,NA,OLI,Sval9,,,
10/03/2015,y,NA,OLI,Gs1,,,
10/03/2015,y,NA,OLI,Gs2,,,
10/03/2015,y,NA,OLI,Gs3,,,
10/03/2015,y,NA,OLI,Gs4,,,
17/03/2015,y,NA,OLI,As,,,
17/03/2015,y,NA,OLI,Gs1,,,
17/03/2015,y,NA,OLI,Gs2,,,
17/03/2015,y,NA,OLI,Gs3,,,
17/03/2015,y,NA,OLI,Gs4,,,
17/03/2015,y,NA,OLI,Reveg,,,
17/03/2015,y,NA,OLI,Sval1,,,
17/03/2015,y,NA,OLI,Sval3,,,
17/03/2015,y,NA,OLI,Sval6,,,
17/03/2015,y,NA,OLI,Sval7,,,
17/03/2015,y,NA,OLI,Sval8,,,
17/03/2015,y,NA,OLI,Sval9,,,
24/03/2015,y,NA,OLI,As,,,
24/03/2015,y,NA,OLI,Gs1,,,
24/03/2015,y,NA,OLI,Gs2,,,
24/03/2015,y,NA,OLI,Gs3,,,
24/03/2015,y,NA,OLI,Gs4,,,
24/03/2015,y,NA,OLI,Reveg,,,
24/03/2015,y,NA,OLI,Sval1,,,
24/03/2015,y,NA,OLI,Sval3,,,
24/03/2015,y,NA,OLI,Sval6,,,
24/03/2015,y,NA,OLI,Sval7,,,
24/03/2015,y,NA,OLI,Sval8,,,
24/03/2015,y,NA,OLI,Sval9,,,
26/03/2015,y,NA,OLI,Gs1,,,
26/03/2015,y,NA,OLI,Gs2,,,
26/03/2015,y,NA,OLI,Gs3,,,
26/03/2015,y,NA,OLI,Gs4,,,
26/03/2015,y,NA,OLI,Reveg,,,
02/04/2015,y,NA,OLI,As,,,
02/04/2015,y,NA,OLI,Gs1,,,
02/04/2015,y,NA,OLI,Gs2,,,
02/04/2015,y,NA,OLI,Gs3,,,
02/04/2015,y,NA,OLI,Gs4,,,
02/04/2015,y,NA,OLI,Reveg,,,
02/04/2015,y,NA,OLI,Sval1,,,
02/04/2015,y,NA,OLI,Sval3,,,
02/04/2015,y,NA,OLI,Sval6,,,
02/04/2015,y,NA,OLI,Sval7,,,
02/04/2015,y,NA,OLI,Sval8,,,
02/04/2015,y,NA,OLI,Sval9,,,
09/04/2015,y,NA,OLI,As,,,
09/04/2015,y,NA,OLI,Gs1,,,
09/04/2015,y,NA,OLI,Gs2,,,
09/04/2015,y,NA,OLI,Gs3,,,
09/04/2015,y,NA,OLI,Gs4,,,
09/04/2015,y,NA,OLI,Reveg,,,
09/04/2015,y,NA,OLI,Sval1,,,
09/04/2015,y,NA,OLI,Sval3,,,
09/04/2015,y,NA,OLI,Sval6,,,
09/04/2015,y,NA,OLI,Sval7,,,
09/04/2015,y,NA,OLI,Sval8,,,
09/04/2015,y,NA,OLI,Sval9,,,
11/04/2015,y,NA,OLI,Gs1,,,
11/04/2015,y,NA,OLI,Gs2,,,
11/04/2015,y,NA,OLI,Gs3,,,
11/04/2015,y,NA,OLI,Gs4,,,
11/04/2015,y,NA,OLI,Reveg,,,
16/04/2015,y,0.378,OLI,As,,,
16/04/2015,y,0.425,OLI,Sval1,,,
16/04/2015,y,0.381,OLI,Sval3,,,
16/04/2015,y,0.221,OLI,Sval6,,,
16/04/2015,y,0.291,OLI,Sval7,,,
16/04/2015,y,0.252,OLI,Sval8,,,
16/04/2015,y,0.244,OLI,Sval9,,,
18/04/2015,y,NA,OLI,As,,,
18/04/2015,y,0.32,OLI,Gs1,,,
18/04/2015,y,0.325,OLI,Gs2,,,
18/04/2015,y,0.337,OLI,Gs3,,,
18/04/2015,y,0.331,OLI,Gs4,,,
18/04/2015,y,0.378,OLI,Reveg,,,
18/04/2015,y,0.358,OLI,Sval1,,,
18/04/2015,y,NA,OLI,Sval3,,,
18/04/2015,y,NA,OLI,Sval6,,,
18/04/2015,y,0.24,OLI,Sval7,,,
18/04/2015,y,0.206,OLI,Sval8,,,
18/04/2015,y,0.162,OLI,Sval9,,,
25/04/2015,y,NA,OLI,As,,,
25/04/2015,y,NA,OLI,Gs1,,,
25/04/2015,y,NA,OLI,Gs2,,,
25/04/2015,y,NA,OLI,Gs3,,,
25/04/2015,y,NA,OLI,Gs4,,,
25/04/2015,y,NA,OLI,Reveg,,,
25/04/2015,y,NA,OLI,Sval1,,,
25/04/2015,y,NA,OLI,Sval3,,,
25/04/2015,y,NA,OLI,Sval6,,,
25/04/2015,y,NA,OLI,Sval7,,,
25/04/2015,y,NA,OLI,Sval8,,,
25/04/2015,y,NA,OLI,Sval9,,,
02/05/2015,y,NA,OLI,As,,,
04/05/2015,y,NA,OLI,As,,,
04/05/2015,y,NA,OLI,Gs1,,,
04/05/2015,y,NA,OLI,Gs2,,,
04/05/2015,y,NA,OLI,Gs3,,,
04/05/2015,y,NA,OLI,Gs4,,,
04/05/2015,y,NA,OLI,Reveg,,,
04/05/2015,y,NA,OLI,Sval1,,,
04/05/2015,y,NA,OLI,Sval3,,,
04/05/2015,y,NA,OLI,Sval6,,,
04/05/2015,y,NA,OLI,Sval7,,,
04/05/2015,y,NA,OLI,Sval8,,,
04/05/2015,y,NA,OLI,Sval9,,,
13/05/2015,y,NA,OLI,Gs1,,,
13/05/2015,y,NA,OLI,Gs2,,,
13/05/2015,y,NA,OLI,Gs3,,,
13/05/2015,y,NA,OLI,Gs4,,,
13/05/2015,y,NA,OLI,Reveg,,,
18/05/2015,y,NA,OLI,As,,,
18/05/2015,y,NA,OLI,Gs1,,,
18/05/2015,y,NA,OLI,Gs2,,,
18/05/2015,y,NA,OLI,Gs3,,,
18/05/2015,y,NA,OLI,Gs4,,,
18/05/2015,y,NA,OLI,Reveg,,,
18/05/2015,y,NA,OLI,Sval1,,,
18/05/2015,y,NA,OLI,Sval3,,,
18/05/2015,y,NA,OLI,Sval6,,,
18/05/2015,y,NA,OLI,Sval7,,,
18/05/2015,y,NA,OLI,Sval8,,,
18/05/2015,y,NA,OLI,Sval9,,,
20/05/2015,y,0.352,OLI,As,,,
20/05/2015,y,NA,OLI,Gs1,,,
20/05/2015,y,NA,OLI,Gs2,,,
20/05/2015,y,NA,OLI,Gs3,,,
20/05/2015,y,NA,OLI,Gs4,,,
20/05/2015,y,0.315,OLI,Reveg,,,
20/05/2015,y,0.434,OLI,Sval1,,,
20/05/2015,y,NA,OLI,Sval3,,,
20/05/2015,y,NA,OLI,Sval6,,,
20/05/2015,y,NA,OLI,Sval7,,,
20/05/2015,y,NA,OLI,Sval8,,,
20/05/2015,y,NA,OLI,Sval9,,,
27/05/2015,y,NA,OLI,As,,,
27/05/2015,y,NA,OLI,Gs1,,,
27/05/2015,y,NA,OLI,Gs2,,,
27/05/2015,y,NA,OLI,Gs3,,,
27/05/2015,y,NA,OLI,Gs4,,,
27/05/2015,y,0.303,OLI,Reveg,,,
27/05/2015,y,0.346,OLI,Sval1,,,
27/05/2015,y,0.145,OLI,Sval3,,,
27/05/2015,y,NA,OLI,Sval6,,,
27/05/2015,y,0.187,OLI,Sval7,,,
27/05/2015,y,0.173,OLI,Sval8,,,
27/05/2015,y,NA,OLI,Sval9,,,
03/06/2015,y,NA,OLI,As,,,
05/06/2015,y,NA,OLI,As,,,
05/06/2015,y,NA,OLI,Gs1,,,
05/06/2015,y,NA,OLI,Gs2,,,
05/06/2015,y,NA,OLI,Gs3,,,
05/06/2015,y,NA,OLI,Gs4,,,
05/06/2015,y,NA,OLI,Sval1,,,
05/06/2015,y,NA,OLI,Sval3,,,
05/06/2015,y,NA,OLI,Sval6,,,
05/06/2015,y,NA,OLI,Sval7,,,
05/06/2015,y,NA,OLI,Sval8,,,
05/06/2015,y,NA,OLI,Sval9,,,
12/06/2015,y,NA,OLI,As,,,
12/06/2015,y,NA,OLI,Gs1,,,
12/06/2015,y,NA,OLI,Gs2,,,
12/06/2015,y,NA,OLI,Gs3,,,
12/06/2015,y,NA,OLI,Gs4,,,
12/06/2015,y,0.451,OLI,Reveg,,,
12/06/2015,y,0.426,OLI,Sval1,,,
12/06/2015,y,NA,OLI,Sval3,,,
12/06/2015,y,NA,OLI,Sval6,,,
12/06/2015,y,0.359,OLI,Sval7,,,
12/06/2015,y,0.41,OLI,Sval8,,,
12/06/2015,y,NA,OLI,Sval9,,,
19/06/2015,y,NA,OLI,As,,,
21/06/2015,y,NA,OLI,As,,,
21/06/2015,y,NA,OLI,Gs1,,,
21/06/2015,y,NA,OLI,Gs2,,,
21/06/2015,y,NA,OLI,Gs3,,,
21/06/2015,y,NA,OLI,Gs4,,,
21/06/2015,y,NA,OLI,Reveg,,,
21/06/2015,y,NA,OLI,Sval1,,,
21/06/2015,y,NA,OLI,Sval3,,,
21/06/2015,y,NA,OLI,Sval6,,,
21/06/2015,y,NA,OLI,Sval7,,,
21/06/2015,y,NA,OLI,Sval8,,,
21/06/2015,y,NA,OLI,Sval9,,,
28/06/2015,y,NA,OLI,As,,,
28/06/2015,y,NA,OLI,Gs1,,,
28/06/2015,y,NA,OLI,Gs2,,,
28/06/2015,y,NA,OLI,Gs3,,,
28/06/2015,y,NA,OLI,Gs4,,,
28/06/2015,y,NA,OLI,Reveg,,,
28/06/2015,y,NA,OLI,Sval1,,,
28/06/2015,y,NA,OLI,Sval3,,,
28/06/2015,y,NA,OLI,Sval6,,,
28/06/2015,y,NA,OLI,Sval7,,,
28/06/2015,y,NA,OLI,Sval8,,,
28/06/2015,y,NA,OLI,Sval9,,,
05/07/2015,y,NA,OLI,As,,,
21/07/2015,y,NA,OLI,As,,,
30/07/2015,y,0.714,OLI,As,,,
30/07/2015,y,0.546,OLI,Gs1,,,
30/07/2015,y,0.553,OLI,Gs2,,,
30/07/2015,y,0.606,OLI,Gs3,,,
30/07/2015,y,0.522,OLI,Gs4,,,
30/07/2015,y,0.64,OLI,Reveg,,,
30/07/2015,y,0.613,OLI,Sval1,,,
30/07/2015,y,0.596,OLI,Sval3,,,
30/07/2015,y,0.561,OLI,Sval6,,,
30/07/2015,y,0.522,OLI,Sval7,,,
30/07/2015,y,0.604,OLI,Sval8,,,
30/07/2015,y,0.572,OLI,Sval9,,,
08/08/2015,y,NA,OLI,As,,,
08/08/2015,y,0.582,OLI,Gs1,,,
08/08/2015,y,0.556,OLI,Gs2,,,
08/08/2015,y,0.601,OLI,Gs3,,,
08/08/2015,y,0.564,OLI,Gs4,,,
08/08/2015,y,0.619,OLI,Reveg,,,
08/08/2015,y,0.601,OLI,Sval1,,,
08/08/2015,y,0.512,OLI,Sval3,,,
08/08/2015,y,NA,OLI,Sval6,,,
08/08/2015,y,0.553,OLI,Sval7,,,
08/08/2015,y,0.564,OLI,Sval8,,,
08/08/2015,y,NA,OLI,Sval9,,,
15/08/2015,y,NA,OLI,As,,,
15/08/2015,y,0.607,OLI,Gs1,,,
15/08/2015,y,0.598,OLI,Gs2,,,
15/08/2015,y,0.626,OLI,Gs3,,,
15/08/2015,y,0.598,OLI,Gs4,,,
15/08/2015,y,0.646,OLI,Reveg,,,
15/08/2015,y,0.618,OLI,Sval1,,,
15/08/2015,y,0.463,OLI,Sval3,,,
15/08/2015,y,0.565,OLI,Sval6,,,
15/08/2015,y,0.616,OLI,Sval7,,,
15/08/2015,y,0.611,OLI,Sval8,,,
15/08/2015,y,0.594,OLI,Sval9,,,
17/08/2015,y,NA,OLI,As,,,
17/08/2015,y,NA,OLI,Gs1,,,
17/08/2015,y,NA,OLI,Gs2,,,
17/08/2015,y,NA,OLI,Gs3,,,
17/08/2015,y,NA,OLI,Gs4,,,
17/08/2015,y,NA,OLI,Reveg,,,
17/08/2015,y,NA,OLI,Sval1,,,
17/08/2015,y,NA,OLI,Sval3,,,
17/08/2015,y,NA,OLI,Sval6,,,
17/08/2015,y,NA,OLI,Sval7,,,
17/08/2015,y,NA,OLI,Sval8,,,
17/08/2015,y,NA,OLI,Sval9,,,
22/08/2015,y,NA,OLI,As,,,
22/08/2015,y,NA,OLI,Gs1,,,
22/08/2015,y,NA,OLI,Gs2,,,
22/08/2015,y,NA,OLI,Gs3,,,
22/08/2015,y,NA,OLI,Gs4,,,
22/08/2015,y,NA,OLI,Reveg,,,
22/08/2015,y,NA,OLI,Sval1,,,
22/08/2015,y,NA,OLI,Sval3,,,
22/08/2015,y,NA,OLI,Sval6,,,
22/08/2015,y,NA,OLI,Sval7,,,
22/08/2015,y,0.455,OLI,Sval8,,,
22/08/2015,y,NA,OLI,Sval9,,,
24/08/2015,y,0.678,OLI,As,,,
24/08/2015,y,NA,OLI,Gs1,,,
24/08/2015,y,NA,OLI,Gs2,,,
24/08/2015,y,NA,OLI,Gs3,,,
24/08/2015,y,NA,OLI,Gs4,,,
24/08/2015,y,0.613,OLI,Reveg,,,
24/08/2015,y,NA,OLI,Sval1,,,
24/08/2015,y,NA,OLI,Sval3,,,
24/08/2015,y,0.536,OLI,Sval6,,,
24/08/2015,y,0.589,OLI,Sval7,,,
24/08/2015,y,0.589,OLI,Sval8,,,
24/08/2015,y,0.563,OLI,Sval9,,,
31/08/2015,y,NA,OLI,As,,,
31/08/2015,y,NA,OLI,Gs1,,,
31/08/2015,y,NA,OLI,Gs2,,,
31/08/2015,y,NA,OLI,Gs3,,,
31/08/2015,y,NA,OLI,Gs4,,,
31/08/2015,y,NA,OLI,Reveg,,,
31/08/2015,y,NA,OLI,Sval1,,,
31/08/2015,y,NA,OLI,Sval3,,,
31/08/2015,y,NA,OLI,Sval6,,,
31/08/2015,y,NA,OLI,Sval7,,,
31/08/2015,y,NA,OLI,Sval8,,,
31/08/2015,y,NA,OLI,Sval9,,,
07/09/2015,y,NA,OLI,As,,,
07/09/2015,y,NA,OLI,Gs1,,,
07/09/2015,y,NA,OLI,Gs2,,,
07/09/2015,y,NA,OLI,Gs3,,,
07/09/2015,y,NA,OLI,Gs4,,,
07/09/2015,y,NA,OLI,Reveg,,,
07/09/2015,y,0.486,OLI,Sval1,,,
07/09/2015,y,0.501,OLI,Sval3,,,
07/09/2015,y,0.43,OLI,Sval6,,,
07/09/2015,y,0.514,OLI,Sval7,,,
07/09/2015,y,0.491,OLI,Sval8,,,
07/09/2015,y,NA,OLI,Sval9,,,
09/09/2015,y,NA,OLI,As,,,
09/09/2015,y,NA,OLI,Gs1,,,
09/09/2015,y,NA,OLI,Gs2,,,
09/09/2015,y,NA,OLI,Gs3,,,
09/09/2015,y,NA,OLI,Gs4,,,
09/09/2015,y,NA,OLI,Reveg,,,
09/09/2015,y,NA,OLI,Sval1,,,
09/09/2015,y,NA,OLI,Sval3,,,
09/09/2015,y,NA,OLI,Sval6,,,
09/09/2015,y,NA,OLI,Sval7,,,
09/09/2015,y,NA,OLI,Sval8,,,
09/09/2015,y,NA,OLI,Sval9,,,
23/09/2015,y,0.623,OLI,As,,,
23/09/2015,y,NA,OLI,Gs2,,,
23/09/2015,y,NA,OLI,Gs4,,,
23/09/2015,y,NA,OLI,Reveg,,,
23/09/2015,y,NA,OLI,Sval1,,,
23/09/2015,y,0.528,OLI,Sval3,,,
23/09/2015,y,0.481,OLI,Sval6,,,
23/09/2015,y,0.528,OLI,Sval7,,,
23/09/2015,y,0.529,OLI,Sval8,,,
23/09/2015,y,0.507,OLI,Sval9,,,
25/09/2015,y,NA,OLI,As,,,
25/09/2015,y,NA,OLI,Gs1,,,
25/09/2015,y,NA,OLI,Gs2,,,
25/09/2015,y,NA,OLI,Gs3,,,
25/09/2015,y,NA,OLI,Gs4,,,
25/09/2015,y,NA,OLI,Reveg,,,
25/09/2015,y,NA,OLI,Sval1,,,
25/09/2015,y,NA,OLI,Sval3,,,
25/09/2015,y,0.344,OLI,Sval6,,,
25/09/2015,y,NA,OLI,Sval7,,,
25/09/2015,y,NA,OLI,Sval8,,,
25/09/2015,y,NA,OLI,Sval9,,,
02/10/2015,y,NA,OLI,As,,,
02/10/2015,y,NA,OLI,Gs1,,,
02/10/2015,y,NA,OLI,Gs2,,,
02/10/2015,y,NA,OLI,Gs3,,,
02/10/2015,y,NA,OLI,Gs4,,,
02/10/2015,y,NA,OLI,Reveg,,,
02/10/2015,y,NA,OLI,Sval1,,,
02/10/2015,y,NA,OLI,Sval3,,,
02/10/2015,y,NA,OLI,Sval6,,,
02/10/2015,y,NA,OLI,Sval7,,,
02/10/2015,y,NA,OLI,Sval8,,,
02/10/2015,y,NA,OLI,Sval9,,,
09/10/2015,y,0.496,OLI,As,,,
09/10/2015,y,NA,OLI,Gs2,,,
09/10/2015,y,NA,OLI,Gs4,,,
09/10/2015,y,NA,OLI,Reveg,,,
09/10/2015,y,0.487,OLI,Sval1,,,
09/10/2015,y,0.443,OLI,Sval3,,,
09/10/2015,y,0.401,OLI,Sval6,,,
09/10/2015,y,0.456,OLI,Sval7,,,
09/10/2015,y,0.441,OLI,Sval8,,,
09/10/2015,y,0.432,OLI,Sval9,,,
11/10/2015,y,NA,OLI,As,,,
11/10/2015,y,NA,OLI,Gs1,,,
11/10/2015,y,NA,OLI,Gs2,,,
11/10/2015,y,NA,OLI,Gs3,,,
11/10/2015,y,NA,OLI,Gs4,,,
11/10/2015,y,NA,OLI,Reveg,,,
11/10/2015,y,NA,OLI,Sval1,,,
11/10/2015,y,NA,OLI,Sval3,,,
11/10/2015,y,NA,OLI,Sval6,,,
11/10/2015,y,NA,OLI,Sval7,,,
11/10/2015,y,NA,OLI,Sval8,,,
11/10/2015,y,NA,OLI,Sval9,,,
18/10/2015,y,NA,OLI,As,,,
18/10/2015,y,NA,OLI,Gs1,,,
18/10/2015,y,NA,OLI,Gs2,,,
18/10/2015,y,NA,OLI,Gs3,,,
18/10/2015,y,NA,OLI,Gs4,,,
18/10/2015,y,NA,OLI,Reveg,,,
18/10/2015,y,NA,OLI,Sval1,,,
18/10/2015,y,NA,OLI,Sval3,,,
18/10/2015,y,NA,OLI,Sval6,,,
18/10/2015,y,NA,OLI,Sval7,,,
18/10/2015,y,NA,OLI,Sval8,,,
18/10/2015,y,NA,OLI,Sval9,,,
25/10/2015,y,NA,OLI,As,,,
25/10/2015,y,NA,OLI,Reveg,,,
25/10/2015,y,NA,OLI,Sval1,,,
25/10/2015,y,NA,OLI,Sval3,,,
25/10/2015,y,NA,OLI,Sval6,,,
25/10/2015,y,NA,OLI,Sval7,,,
25/10/2015,y,NA,OLI,Sval8,,,
25/10/2015,y,NA,OLI,Sval9,,,
27/10/2015,y,0.411,OLI,As,,,
27/10/2015,y,NA,OLI,Gs1,,,
27/10/2015,y,NA,OLI,Gs2,,,
27/10/2015,y,NA,OLI,Gs3,,,
27/10/2015,y,NA,OLI,Gs4,,,
27/10/2015,y,NA,OLI,Reveg,,,
27/10/2015,y,0.296,OLI,Sval1,,,
27/10/2015,y,NA,OLI,Sval3,,,
27/10/2015,y,NA,OLI,Sval6,,,
27/10/2015,y,NA,OLI,Sval7,,,
27/10/2015,y,NA,OLI,Sval8,,,
27/10/2015,y,NA,OLI,Sval9,,,
03/11/2015,y,NA,OLI,As,,,
03/11/2015,y,0.334,OLI,Gs1,,,
03/11/2015,y,0.3,OLI,Gs2,,,
03/11/2015,y,0.347,OLI,Gs3,,,
03/11/2015,y,0.315,OLI,Gs4,,,
03/11/2015,y,0.337,OLI,Reveg,,,
03/11/2015,y,0.346,OLI,Sval1,,,
03/11/2015,y,0.324,OLI,Sval3,,,
03/11/2015,y,0.294,OLI,Sval6,,,
03/11/2015,y,0.329,OLI,Sval7,,,
03/11/2015,y,0.276,OLI,Sval8,,,
03/11/2015,y,0.287,OLI,Sval9,,,
10/11/2015,y,NA,OLI,As,,,
12/11/2015,y,0.418,OLI,As,,,
12/11/2015,y,0.265,OLI,Gs1,,,
12/11/2015,y,0.012,OLI,Gs2,,,
12/11/2015,y,0.271,OLI,Gs3,,,
12/11/2015,y,0.163,OLI,Gs4,,,
12/11/2015,y,0.363,OLI,Reveg,,,
12/11/2015,y,NA,OLI,Sval1,,,
12/11/2015,y,NA,OLI,Sval3,,,
12/11/2015,y,NA,OLI,Sval6,,,
12/11/2015,y,NA,OLI,Sval7,,,
12/11/2015,y,NA,OLI,Sval8,,,
12/11/2015,y,NA,OLI,Sval9,,,
29/01/2016,y,NA,OLI,As,,,
31/01/2016,y,NA,OLI,As,,,
31/01/2016,y,NA,OLI,Gs1,,,
31/01/2016,y,NA,OLI,Gs2,,,
31/01/2016,y,NA,OLI,Gs3,,,
31/01/2016,y,NA,OLI,Gs4,,,
31/01/2016,y,NA,OLI,Reveg,,,
31/01/2016,y,NA,OLI,Sval1,,,
31/01/2016,y,NA,OLI,Sval3,,,
31/01/2016,y,NA,OLI,Sval6,,,
31/01/2016,y,NA,OLI,Sval7,,,
31/01/2016,y,NA,OLI,Sval8,,,
31/01/2016,y,NA,OLI,Sval9,,,
16/02/2016,y,NA,OLI,As,,,
16/02/2016,y,NA,OLI,Gs1,,,
16/02/2016,y,NA,OLI,Gs2,,,
16/02/2016,y,NA,OLI,Gs3,,,
16/02/2016,y,NA,OLI,Gs4,,,
16/02/2016,y,NA,OLI,Reveg,,,
16/02/2016,y,NA,OLI,Sval1,,,
16/02/2016,y,NA,OLI,Sval3,,,
16/02/2016,y,NA,OLI,Sval6,,,
16/02/2016,y,NA,OLI,Sval7,,,
16/02/2016,y,NA,OLI,Sval8,,,
16/02/2016,y,NA,OLI,Sval9,,,
03/03/2016,y,NA,OLI,As,,,
03/03/2016,y,NA,OLI,Gs1,,,
03/03/2016,y,NA,OLI,Gs2,,,
03/03/2016,y,NA,OLI,Gs3,,,
03/03/2016,y,NA,OLI,Gs4,,,
03/03/2016,y,NA,OLI,Reveg,,,
03/03/2016,y,NA,OLI,Sval1,,,
03/03/2016,y,NA,OLI,Sval3,,,
03/03/2016,y,NA,OLI,Sval6,,,
03/03/2016,y,NA,OLI,Sval7,,,
03/03/2016,y,NA,OLI,Sval8,,,
03/03/2016,y,NA,OLI,Sval9,,,
12/03/2016,y,NA,OLI,Gs1,,,
12/03/2016,y,NA,OLI,Gs2,,,
12/03/2016,y,NA,OLI,Gs3,,,
12/03/2016,y,NA,OLI,Gs4,,,
17/03/2016,y,0.285,OLI,As,,,
17/03/2016,y,NA,OLI,Sval1,,,
17/03/2016,y,NA,OLI,Sval3,,,
17/03/2016,y,NA,OLI,Sval6,,,
17/03/2016,y,NA,OLI,Sval7,,,
17/03/2016,y,NA,OLI,Sval8,,,
17/03/2016,y,NA,OLI,Sval9,,,
19/03/2016,y,NA,OLI,As,,,
19/03/2016,y,NA,OLI,Gs1,,,
19/03/2016,y,NA,OLI,Gs2,,,
19/03/2016,y,NA,OLI,Gs3,,,
19/03/2016,y,NA,OLI,Gs4,,,
19/03/2016,y,NA,OLI,Reveg,,,
19/03/2016,y,NA,OLI,Sval1,,,
19/03/2016,y,NA,OLI,Sval3,,,
19/03/2016,y,NA,OLI,Sval6,,,
19/03/2016,y,NA,OLI,Sval7,,,
19/03/2016,y,NA,OLI,Sval8,,,
19/03/2016,y,NA,OLI,Sval9,,,
28/03/2016,y,NA,OLI,Gs1,,,
28/03/2016,y,NA,OLI,Gs2,,,
28/03/2016,y,NA,OLI,Gs3,,,
28/03/2016,y,NA,OLI,Gs4,,,
02/04/2016,y,NA,OLI,As,,,
04/04/2016,y,NA,OLI,As,,,
04/04/2016,y,NA,OLI,Gs1,,,
04/04/2016,y,NA,OLI,Gs2,,,
04/04/2016,y,NA,OLI,Gs3,,,
04/04/2016,y,NA,OLI,Gs4,,,
04/04/2016,y,NA,OLI,Reveg,,,
04/04/2016,y,NA,OLI,Sval1,,,
04/04/2016,y,NA,OLI,Sval3,,,
04/04/2016,y,NA,OLI,Sval6,,,
04/04/2016,y,NA,OLI,Sval7,,,
04/04/2016,y,NA,OLI,Sval8,,,
04/04/2016,y,NA,OLI,Sval9,,,
11/04/2016,y,NA,OLI,As,,,
11/04/2016,y,NA,OLI,Gs1,,,
11/04/2016,y,NA,OLI,Gs2,,,
11/04/2016,y,NA,OLI,Gs3,,,
