x,variable,value,L1,site,,,
16/08/2013,y,NA,OLI,As,,,
18/08/2013,y,NA,OLI,As,,,
18/08/2013,y,NA,OLI,Gs1,,,
18/08/2013,y,NA,OLI,Gs2,,,
18/08/2013,y,NA,OLI,Gs3,,,
18/08/2013,y,NA,OLI,Gs4,,,
18/08/2013,y,NA,OLI,Reveg,,,
18/08/2013,y,NA,OLI,Sval1,,,
18/08/2013,y,NA,OLI,Sval3,,,
18/08/2013,y,NA,OLI,Sval6,,,
18/08/2013,y,NA,OLI,Sval7,,,
18/08/2013,y,NA,OLI,Sval8,,,
18/08/2013,y,NA,OLI,Sval9,,,
26/08/2013,y,0.663,ETM+,As,,,
26/08/2013,y,0.599,ETM+,Gs1,,,
26/08/2013,y,0.552,ETM+,Gs2,,,
26/08/2013,y,0.625,ETM+,Gs3,,,
26/08/2013,y,0.564,ETM+,Gs4,,,
26/08/2013,y,0.604,ETM+,Reveg,,,
26/08/2013,y,0.584,ETM+,Sval1,,,
26/08/2013,y,0.537,ETM+,Sval3,,,
26/08/2013,y,0.544,ETM+,Sval6,,,
26/08/2013,y,0.572,ETM+,Sval7,,,
26/08/2013,y,0.396,ETM+,Sval8,,,
26/08/2013,y,NA,ETM+,Sval9,,,
27/08/2013,y,NA,OLI,Gs1,,,
27/08/2013,y,NA,OLI,Gs2,,,
27/08/2013,y,NA,OLI,Gs3,,,
27/08/2013,y,NA,OLI,Gs4,,,
01/09/2013,y,0.591,OLI,As,,,
01/09/2013,y,NA,OLI,Reveg,,,
01/09/2013,y,NA,OLI,Sval1,,,
01/09/2013,y,NA,OLI,Sval3,,,
01/09/2013,y,NA,OLI,Sval6,,,
01/09/2013,y,NA,OLI,Sval7,,,
01/09/2013,y,NA,OLI,Sval8,,,
01/09/2013,y,NA,OLI,Sval9,,,
02/09/2013,y,NA,ETM+,As,,,
02/09/2013,y,0.588,ETM+,Gs1,,,
02/09/2013,y,0.562,ETM+,Gs2,,,
02/09/2013,y,0.611,ETM+,Gs3,,,
02/09/2013,y,0.576,ETM+,Gs4,,,
02/09/2013,y,0.537,ETM+,Reveg,,,
02/09/2013,y,NA,ETM+,Sval1,,,
02/09/2013,y,NA,ETM+,Sval3,,,
02/09/2013,y,NA,ETM+,Sval6,,,
02/09/2013,y,NA,ETM+,Sval7,,,
02/09/2013,y,NA,ETM+,Sval8,,,
02/09/2013,y,0.577,ETM+,Sval9,,,
03/09/2013,y,NA,OLI,As,,,
03/09/2013,y,NA,OLI,Gs1,,,
03/09/2013,y,NA,OLI,Gs2,,,
03/09/2013,y,NA,OLI,Gs3,,,
03/09/2013,y,NA,OLI,Gs4,,,
03/09/2013,y,NA,OLI,Reveg,,,
03/09/2013,y,0.499,OLI,Sval1,,,
03/09/2013,y,0.554,OLI,Sval3,,,
03/09/2013,y,NA,OLI,Sval6,,,
03/09/2013,y,NA,OLI,Sval7,,,
03/09/2013,y,NA,OLI,Sval8,,,
03/09/2013,y,0.447,OLI,Sval9,,,
10/09/2013,y,0.543,OLI,As,,,
10/09/2013,y,NA,OLI,Gs1,,,
10/09/2013,y,NA,OLI,Gs2,,,
10/09/2013,y,NA,OLI,Gs3,,,
10/09/2013,y,NA,OLI,Gs4,,,
10/09/2013,y,NA,OLI,Reveg,,,
10/09/2013,y,NA,OLI,Sval1,,,
10/09/2013,y,NA,OLI,Sval3,,,
10/09/2013,y,NA,OLI,Sval6,,,
10/09/2013,y,NA,OLI,Sval7,,,
10/09/2013,y,NA,OLI,Sval8,,,
10/09/2013,y,NA,OLI,Sval9,,,
11/09/2013,y,0.611,ETM+,As,,,
11/09/2013,y,0.552,ETM+,Gs1,,,
11/09/2013,y,0.538,ETM+,Gs2,,,
11/09/2013,y,0.581,ETM+,Gs3,,,
11/09/2013,y,0.542,ETM+,Gs4,,,
11/09/2013,y,0.523,ETM+,Reveg,,,
11/09/2013,y,0.573,ETM+,Sval1,,,
11/09/2013,y,0.539,ETM+,Sval3,,,
11/09/2013,y,0.489,ETM+,Sval6,,,
11/09/2013,y,0.528,ETM+,Sval7,,,
11/09/2013,y,0.515,ETM+,Sval8,,,
11/09/2013,y,0.534,ETM+,Sval9,,,
12/09/2013,y,NA,OLI,Gs1,,,
12/09/2013,y,NA,OLI,Gs2,,,
12/09/2013,y,NA,OLI,Gs3,,,
12/09/2013,y,NA,OLI,Gs4,,,
18/09/2013,y,NA,ETM+,As,,,
18/09/2013,y,0.387,ETM+,Gs1,,,
18/09/2013,y,0.393,ETM+,Gs2,,,
18/09/2013,y,0.391,ETM+,Gs3,,,
18/09/2013,y,0.382,ETM+,Gs4,,,
18/09/2013,y,NA,ETM+,Reveg,,,
18/09/2013,y,NA,ETM+,Sval1,,,
18/09/2013,y,NA,ETM+,Sval3,,,
18/09/2013,y,NA,ETM+,Sval6,,,
18/09/2013,y,NA,ETM+,Sval7,,,
18/09/2013,y,NA,ETM+,Sval8,,,
18/09/2013,y,NA,ETM+,Sval9,,,
19/09/2013,y,NA,OLI,As,,,
19/09/2013,y,NA,OLI,Gs1,,,
19/09/2013,y,NA,OLI,Gs2,,,
19/09/2013,y,NA,OLI,Gs3,,,
19/09/2013,y,NA,OLI,Gs4,,,
19/09/2013,y,NA,OLI,Reveg,,,
19/09/2013,y,NA,OLI,Sval1,,,
19/09/2013,y,NA,OLI,Sval3,,,
19/09/2013,y,NA,OLI,Sval6,,,
19/09/2013,y,NA,OLI,Sval7,,,
19/09/2013,y,NA,OLI,Sval8,,,
19/09/2013,y,NA,OLI,Sval9,,,
20/09/2013,y,NA,ETM+,Gs1,,,
20/09/2013,y,NA,ETM+,Gs2,,,
20/09/2013,y,NA,ETM+,Gs3,,,
20/09/2013,y,NA,ETM+,Gs4,,,
20/09/2013,y,NA,ETM+,Reveg,,,
28/09/2013,y,NA,OLI,Gs1,,,
28/09/2013,y,NA,OLI,Gs3,,,
28/09/2013,y,NA,OLI,Gs4,,,
05/10/2013,y,NA,OLI,As,,,
05/10/2013,y,NA,OLI,Gs1,,,
05/10/2013,y,NA,OLI,Gs2,,,
05/10/2013,y,NA,OLI,Gs3,,,
05/10/2013,y,NA,OLI,Gs4,,,
05/10/2013,y,NA,OLI,Reveg,,,
05/10/2013,y,NA,OLI,Sval1,,,
05/10/2013,y,NA,OLI,Sval3,,,
05/10/2013,y,NA,OLI,Sval6,,,
05/10/2013,y,NA,OLI,Sval7,,,
05/10/2013,y,NA,OLI,Sval8,,,
05/10/2013,y,NA,OLI,Sval9,,,
06/10/2013,y,NA,ETM+,Gs1,,,
06/10/2013,y,NA,ETM+,Gs2,,,
06/10/2013,y,NA,ETM+,Gs3,,,
06/10/2013,y,NA,ETM+,Gs4,,,
06/10/2013,y,NA,ETM+,Reveg,,,
12/10/2013,y,NA,OLI,As,,,
12/10/2013,y,NA,OLI,Gs1,,,
12/10/2013,y,NA,OLI,Gs2,,,
12/10/2013,y,NA,OLI,Gs3,,,
12/10/2013,y,NA,OLI,Gs4,,,
12/10/2013,y,NA,OLI,Reveg,,,
12/10/2013,y,NA,OLI,Sval1,,,
12/10/2013,y,NA,OLI,Sval3,,,
12/10/2013,y,NA,OLI,Sval6,,,
12/10/2013,y,NA,OLI,Sval7,,,
12/10/2013,y,NA,OLI,Sval8,,,
12/10/2013,y,NA,OLI,Sval9,,,
13/10/2013,y,0.425,ETM+,As,,,
13/10/2013,y,0.373,ETM+,Gs1,,,
13/10/2013,y,0.347,ETM+,Gs2,,,
13/10/2013,y,0.391,ETM+,Gs3,,,
13/10/2013,y,0.361,ETM+,Gs4,,,
13/10/2013,y,0.4,ETM+,Reveg,,,
13/10/2013,y,0.385,ETM+,Sval1,,,
13/10/2013,y,0.362,ETM+,Sval3,,,
13/10/2013,y,0.321,ETM+,Sval6,,,
13/10/2013,y,0.347,ETM+,Sval7,,,
13/10/2013,y,0.306,ETM+,Sval8,,,
13/10/2013,y,0.331,ETM+,Sval9,,,
14/10/2013,y,NA,OLI,Gs1,,,
14/10/2013,y,NA,OLI,Gs2,,,
14/10/2013,y,NA,OLI,Gs3,,,
14/10/2013,y,NA,OLI,Gs4,,,
19/10/2013,y,0.232,OLI,As,,,
19/10/2013,y,NA,OLI,Reveg,,,
19/10/2013,y,NA,OLI,Sval1,,,
19/10/2013,y,NA,OLI,Sval3,,,
19/10/2013,y,NA,OLI,Sval6,,,
19/10/2013,y,NA,OLI,Sval7,,,
19/10/2013,y,NA,OLI,Sval8,,,
19/10/2013,y,NA,OLI,Sval9,,,
04/11/2013,y,NA,OLI,As,,,
04/11/2013,y,0.256,OLI,Sval1,,,
04/11/2013,y,NA,OLI,Sval3,,,
04/11/2013,y,NA,OLI,Sval6,,,
04/11/2013,y,NA,OLI,Sval7,,,
04/11/2013,y,NA,OLI,Sval8,,,
04/11/2013,y,NA,OLI,Sval9,,,
25/01/2014,y,NA,OLI,As,,,
25/01/2014,y,NA,OLI,Gs1,,,
25/01/2014,y,NA,OLI,Gs2,,,
25/01/2014,y,NA,OLI,Gs3,,,
25/01/2014,y,NA,OLI,Gs4,,,
25/01/2014,y,NA,OLI,Reveg,,,
25/01/2014,y,NA,OLI,Sval1,,,
25/01/2014,y,NA,OLI,Sval3,,,
25/01/2014,y,NA,OLI,Sval6,,,
25/01/2014,y,NA,OLI,Sval7,,,
25/01/2014,y,NA,OLI,Sval8,,,
25/01/2014,y,NA,OLI,Sval9,,,
10/02/2014,y,NA,OLI,As,,,
10/02/2014,y,NA,OLI,Gs1,,,
10/02/2014,y,NA,OLI,Gs2,,,
10/02/2014,y,NA,OLI,Gs3,,,
10/02/2014,y,NA,OLI,Gs4,,,
10/02/2014,y,NA,OLI,Reveg,,,
10/02/2014,y,NA,OLI,Sval1,,,
10/02/2014,y,NA,OLI,Sval3,,,
10/02/2014,y,NA,OLI,Sval6,,,
10/02/2014,y,NA,OLI,Sval7,,,
10/02/2014,y,NA,OLI,Sval8,,,
10/02/2014,y,NA,OLI,Sval9,,,
24/02/2014,y,NA,OLI,As,,,
24/02/2014,y,NA,OLI,Sval1,,,
24/02/2014,y,NA,OLI,Sval3,,,
24/02/2014,y,NA,OLI,Sval6,,,
24/02/2014,y,NA,OLI,Sval7,,,
24/02/2014,y,NA,OLI,Sval8,,,
24/02/2014,y,NA,OLI,Sval9,,,
07/03/2014,y,NA,OLI,Gs1,,,
07/03/2014,y,NA,OLI,Gs2,,,
07/03/2014,y,NA,OLI,Gs3,,,
07/03/2014,y,NA,OLI,Gs4,,,
07/03/2014,y,NA,OLI,Reveg,,,
14/03/2014,y,NA,OLI,As,,,
14/03/2014,y,NA,OLI,Gs1,,,
14/03/2014,y,NA,OLI,Gs2,,,
14/03/2014,y,NA,OLI,Gs3,,,
14/03/2014,y,NA,OLI,Gs4,,,
14/03/2014,y,NA,OLI,Reveg,,,
14/03/2014,y,NA,OLI,Sval1,,,
14/03/2014,y,NA,OLI,Sval3,,,
14/03/2014,y,NA,OLI,Sval6,,,
14/03/2014,y,NA,OLI,Sval7,,,
14/03/2014,y,NA,OLI,Sval8,,,
14/03/2014,y,NA,OLI,Sval9,,,
23/03/2014,y,NA,OLI,Gs1,,,
23/03/2014,y,NA,OLI,Gs2,,,
23/03/2014,y,NA,OLI,Gs3,,,
23/03/2014,y,NA,OLI,Gs4,,,
23/03/2014,y,NA,OLI,Reveg,,,
28/03/2014,y,0.297,OLI,As,,,
28/03/2014,y,NA,OLI,Sval1,,,
28/03/2014,y,NA,OLI,Sval3,,,
28/03/2014,y,NA,OLI,Sval6,,,
28/03/2014,y,NA,OLI,Sval7,,,
28/03/2014,y,NA,OLI,Sval8,,,
28/03/2014,y,NA,OLI,Sval9,,,
30/03/2014,y,0.286,OLI,As,,,
30/03/2014,y,NA,OLI,Gs1,,,
30/03/2014,y,NA,OLI,Gs2,,,
30/03/2014,y,NA,OLI,Gs3,,,
30/03/2014,y,NA,OLI,Gs4,,,
30/03/2014,y,0.261,OLI,Reveg,,,
30/03/2014,y,NA,OLI,Sval1,,,
30/03/2014,y,NA,OLI,Sval3,,,
30/03/2014,y,NA,OLI,Sval6,,,
30/03/2014,y,NA,OLI,Sval7,,,
30/03/2014,y,NA,OLI,Sval8,,,
30/03/2014,y,NA,OLI,Sval9,,,
08/04/2014,y,0.32,OLI,Gs1,,,
08/04/2014,y,0.278,OLI,Gs2,,,
08/04/2014,y,0.324,OLI,Gs3,,,
08/04/2014,y,0.301,OLI,Gs4,,,
08/04/2014,y,0.396,OLI,Reveg,,,
13/04/2014,y,NA,OLI,As,,,
13/04/2014,y,NA,OLI,Sval1,,,
13/04/2014,y,NA,OLI,Sval3,,,
13/04/2014,y,NA,OLI,Sval6,,,
13/04/2014,y,NA,OLI,Sval7,,,
13/04/2014,y,NA,OLI,Sval8,,,
13/04/2014,y,NA,OLI,Sval9,,,
15/04/2014,y,NA,OLI,As,,,
15/04/2014,y,NA,OLI,Gs1,,,
15/04/2014,y,NA,OLI,Gs2,,,
15/04/2014,y,NA,OLI,Gs3,,,
15/04/2014,y,NA,OLI,Gs4,,,
15/04/2014,y,NA,OLI,Reveg,,,
15/04/2014,y,NA,OLI,Sval1,,,
15/04/2014,y,NA,OLI,Sval3,,,
15/04/2014,y,NA,OLI,Sval6,,,
15/04/2014,y,NA,OLI,Sval7,,,
15/04/2014,y,NA,OLI,Sval8,,,
15/04/2014,y,NA,OLI,Sval9,,,
22/04/2014,y,NA,OLI,As,,,
22/04/2014,y,0.238,OLI,Gs1,,,
22/04/2014,y,NA,OLI,Gs2,,,
22/04/2014,y,NA,OLI,Gs3,,,
22/04/2014,y,NA,OLI,Gs4,,,
22/04/2014,y,0.259,OLI,Reveg,,,
22/04/2014,y,0.275,OLI,Sval1,,,
22/04/2014,y,NA,OLI,Sval3,,,
22/04/2014,y,NA,OLI,Sval6,,,
22/04/2014,y,NA,OLI,Sval7,,,
22/04/2014,y,NA,OLI,Sval8,,,
22/04/2014,y,NA,OLI,Sval9,,,
24/04/2014,y,0.398,OLI,Gs1,,,
24/04/2014,y,0.362,OLI,Gs2,,,
24/04/2014,y,0.4,OLI,Gs3,,,
24/04/2014,y,0.35,OLI,Gs4,,,
24/04/2014,y,0.422,OLI,Reveg,,,
01/05/2014,y,0.394,OLI,As,,,
01/05/2014,y,0.403,OLI,Gs1,,,
01/05/2014,y,0.374,OLI,Gs2,,,
01/05/2014,y,0.417,OLI,Gs3,,,
01/05/2014,y,0.369,OLI,Gs4,,,
01/05/2014,y,0.423,OLI,Reveg,,,
01/05/2014,y,0.427,OLI,Sval1,,,
01/05/2014,y,0.372,OLI,Sval3,,,
01/05/2014,y,0.256,OLI,Sval6,,,
01/05/2014,y,0.328,OLI,Sval7,,,
01/05/2014,y,0.249,OLI,Sval8,,,
01/05/2014,y,0.203,OLI,Sval9,,,
08/05/2014,y,NA,OLI,As,,,
08/05/2014,y,NA,OLI,Gs1,,,
08/05/2014,y,NA,OLI,Gs2,,,
08/05/2014,y,NA,OLI,Gs3,,,
08/05/2014,y,NA,OLI,Gs4,,,
08/05/2014,y,NA,OLI,Reveg,,,
08/05/2014,y,NA,OLI,Sval1,,,
08/05/2014,y,NA,OLI,Sval3,,,
08/05/2014,y,NA,OLI,Sval6,,,
08/05/2014,y,NA,OLI,Sval7,,,
08/05/2014,y,NA,OLI,Sval8,,,
08/05/2014,y,NA,OLI,Sval9,,,
15/05/2014,y,NA,OLI,As,,,
15/05/2014,y,NA,OLI,Sval1,,,
15/05/2014,y,0.273,OLI,Sval3,,,
15/05/2014,y,0.34,OLI,Sval6,,,
15/05/2014,y,0.381,OLI,Sval7,,,
15/05/2014,y,0.335,OLI,Sval8,,,
15/05/2014,y,0.186,OLI,Sval9,,,
17/05/2014,y,NA,OLI,As,,,
17/05/2014,y,NA,OLI,Gs1,,,
17/05/2014,y,NA,OLI,Gs2,,,
17/05/2014,y,NA,OLI,Gs3,,,
17/05/2014,y,NA,OLI,Gs4,,,
17/05/2014,y,NA,OLI,Reveg,,,
17/05/2014,y,NA,OLI,Sval1,,,
17/05/2014,y,NA,OLI,Sval3,,,
17/05/2014,y,NA,OLI,Sval6,,,
17/05/2014,y,NA,OLI,Sval7,,,
17/05/2014,y,NA,OLI,Sval8,,,
17/05/2014,y,NA,OLI,Sval9,,,
24/05/2014,y,0.325,OLI,As,,,
24/05/2014,y,0.371,OLI,Gs1,,,
24/05/2014,y,0.309,OLI,Gs2,,,
24/05/2014,y,0.44,OLI,Gs3,,,
24/05/2014,y,0.359,OLI,Gs4,,,
24/05/2014,y,0.409,OLI,Reveg,,,
24/05/2014,y,0.455,OLI,Sval1,,,
24/05/2014,y,0.41,OLI,Sval3,,,
24/05/2014,y,0.337,OLI,Sval6,,,
24/05/2014,y,0.377,OLI,Sval7,,,
24/05/2014,y,0.35,OLI,Sval8,,,
24/05/2014,y,0.25,OLI,Sval9,,,
31/05/2014,y,NA,OLI,As,,,
02/06/2014,y,0.517,OLI,As,,,
02/06/2014,y,0.347,OLI,Gs1,,,
02/06/2014,y,0.342,OLI,Gs2,,,
02/06/2014,y,0.363,OLI,Gs3,,,
02/06/2014,y,0.342,OLI,Gs4,,,
02/06/2014,y,0.384,OLI,Reveg,,,
02/06/2014,y,0.457,OLI,Sval1,,,
02/06/2014,y,0.453,OLI,Sval3,,,
02/06/2014,y,0.39,OLI,Sval6,,,
02/06/2014,y,0.445,OLI,Sval7,,,
02/06/2014,y,0.404,OLI,Sval8,,,
02/06/2014,y,NA,OLI,Sval9,,,
09/06/2014,y,0.407,OLI,Gs1,,,
09/06/2014,y,0.352,OLI,Gs2,,,
09/06/2014,y,0.379,OLI,Gs3,,,
09/06/2014,y,0.407,OLI,Gs4,,,
09/06/2014,y,0.547,OLI,Reveg,,,
09/06/2014,y,NA,OLI,Sval1,,,
09/06/2014,y,NA,OLI,Sval3,,,
09/06/2014,y,0.435,OLI,Sval7,,,
09/06/2014,y,0.294,OLI,Sval8,,,
09/06/2014,y,NA,OLI,Sval9,,,
18/06/2014,y,NA,OLI,As,,,
18/06/2014,y,NA,OLI,Gs1,,,
18/06/2014,y,NA,OLI,Gs2,,,
18/06/2014,y,NA,OLI,Gs3,,,
18/06/2014,y,NA,OLI,Gs4,,,
18/06/2014,y,NA,OLI,Reveg,,,
18/06/2014,y,NA,OLI,Sval1,,,
18/06/2014,y,NA,OLI,Sval3,,,
18/06/2014,y,NA,OLI,Sval6,,,
18/06/2014,y,NA,OLI,Sval7,,,
18/06/2014,y,NA,OLI,Sval8,,,
18/06/2014,y,NA,OLI,Sval9,,,
25/06/2014,y,NA,OLI,As,,,
25/06/2014,y,NA,OLI,Gs1,,,
25/06/2014,y,NA,OLI,Gs2,,,
25/06/2014,y,NA,OLI,Gs3,,,
25/06/2014,y,NA,OLI,Gs4,,,
25/06/2014,y,NA,OLI,Reveg,,,
25/06/2014,y,NA,OLI,Sval1,,,
25/06/2014,y,NA,OLI,Sval3,,,
25/06/2014,y,NA,OLI,Sval6,,,
25/06/2014,y,NA,OLI,Sval7,,,
25/06/2014,y,NA,OLI,Sval8,,,
25/06/2014,y,NA,OLI,Sval9,,,
02/07/2014,y,NA,OLI,As,,,
02/07/2014,y,NA,OLI,Gs1,,,
02/07/2014,y,NA,OLI,Gs2,,,
02/07/2014,y,NA,OLI,Gs3,,,
02/07/2014,y,NA,OLI,Gs4,,,
02/07/2014,y,NA,OLI,Reveg,,,
02/07/2014,y,NA,OLI,Sval1,,,
02/07/2014,y,NA,OLI,Sval3,,,
02/07/2014,y,NA,OLI,Sval6,,,
02/07/2014,y,NA,OLI,Sval7,,,
02/07/2014,y,NA,OLI,Sval8,,,
02/07/2014,y,NA,OLI,Sval9,,,
18/07/2014,y,NA,OLI,As,,,
18/07/2014,y,NA,OLI,Gs1,,,
18/07/2014,y,NA,OLI,Gs2,,,
18/07/2014,y,NA,OLI,Gs3,,,
18/07/2014,y,NA,OLI,Gs4,,,
18/07/2014,y,NA,OLI,Reveg,,,
18/07/2014,y,NA,OLI,Sval1,,,
18/07/2014,y,NA,OLI,Sval3,,,
18/07/2014,y,NA,OLI,Sval6,,,
18/07/2014,y,NA,OLI,Sval7,,,
18/07/2014,y,NA,OLI,Sval8,,,
18/07/2014,y,NA,OLI,Sval9,,,
27/07/2014,y,NA,OLI,As,,,
27/07/2014,y,NA,OLI,Gs1,,,
27/07/2014,y,NA,OLI,Gs2,,,
27/07/2014,y,NA,OLI,Gs3,,,
27/07/2014,y,NA,OLI,Gs4,,,
27/07/2014,y,NA,OLI,Reveg,,,
27/07/2014,y,NA,OLI,Sval1,,,
27/07/2014,y,NA,OLI,Sval3,,,
27/07/2014,y,NA,OLI,Sval6,,,
27/07/2014,y,NA,OLI,Sval7,,,
27/07/2014,y,NA,OLI,Sval8,,,
27/07/2014,y,NA,OLI,Sval9,,,
03/08/2014,y,0.716,OLI,As,,,
03/08/2014,y,NA,OLI,Gs2,,,
03/08/2014,y,NA,OLI,Gs4,,,
03/08/2014,y,NA,OLI,Reveg,,,
03/08/2014,y,0.638,OLI,Sval1,,,
03/08/2014,y,0.608,OLI,Sval3,,,
03/08/2014,y,0.57,OLI,Sval6,,,
03/08/2014,y,0.606,OLI,Sval7,,,
03/08/2014,y,0.624,OLI,Sval8,,,
03/08/2014,y,0.607,OLI,Sval9,,,
12/08/2014,y,NA,OLI,As,,,
12/08/2014,y,NA,OLI,Gs1,,,
12/08/2014,y,NA,OLI,Gs2,,,
12/08/2014,y,NA,OLI,Gs3,,,
12/08/2014,y,NA,OLI,Gs4,,,
12/08/2014,y,NA,OLI,Reveg,,,
12/08/2014,y,NA,OLI,Sval1,,,
12/08/2014,y,NA,OLI,Sval3,,,
12/08/2014,y,NA,OLI,Sval6,,,
12/08/2014,y,NA,OLI,Sval7,,,
12/08/2014,y,NA,OLI,Sval8,,,
12/08/2014,y,NA,OLI,Sval9,,,
19/08/2014,y,NA,OLI,As,,,
19/08/2014,y,NA,OLI,Gs2,,,
19/08/2014,y,NA,OLI,Reveg,,,
19/08/2014,y,NA,OLI,Sval1,,,
19/08/2014,y,NA,OLI,Sval3,,,
19/08/2014,y,NA,OLI,Sval6,,,
19/08/2014,y,NA,OLI,Sval7,,,
19/08/2014,y,NA,OLI,Sval8,,,
19/08/2014,y,NA,OLI,Sval9,,,
21/08/2014,y,NA,OLI,As,,,
21/08/2014,y,0.528,OLI,Gs1,,,
21/08/2014,y,0.503,OLI,Gs2,,,
21/08/2014,y,0.62,OLI,Gs3,,,
21/08/2014,y,0.565,OLI,Gs4,,,
21/08/2014,y,0.634,OLI,Reveg,,,
21/08/2014,y,0.608,OLI,Sval1,,,
21/08/2014,y,0.586,OLI,Sval3,,,
21/08/2014,y,0.55,OLI,Sval6,,,
21/08/2014,y,0.602,OLI,Sval7,,,
21/08/2014,y,0.587,OLI,Sval8,,,
21/08/2014,y,0.586,OLI,Sval9,,,
28/08/2014,y,0.68,OLI,As,,,
28/08/2014,y,0.626,OLI,Gs1,,,
28/08/2014,y,0.603,OLI,Gs2,,,
28/08/2014,y,0.646,OLI,Gs3,,,
28/08/2014,y,0.608,OLI,Gs4,,,
28/08/2014,y,0.641,OLI,Reveg,,,
28/08/2014,y,0.621,OLI,Sval1,,,
28/08/2014,y,0.592,OLI,Sval3,,,
28/08/2014,y,0.553,OLI,Sval6,,,
28/08/2014,y,0.608,OLI,Sval7,,,
28/08/2014,y,0.595,OLI,Sval8,,,
28/08/2014,y,0.585,OLI,Sval9,,,
04/09/2014,y,0.633,OLI,As,,,
04/09/2014,y,NA,OLI,Reveg,,,
04/09/2014,y,0.6,OLI,Sval1,,,
04/09/2014,y,0.577,OLI,Sval3,,,
04/09/2014,y,0.52,OLI,Sval6,,,
04/09/2014,y,0.586,OLI,Sval7,,,
04/09/2014,y,0.568,OLI,Sval8,,,
04/09/2014,y,0.484,OLI,Sval9,,,
06/09/2014,y,NA,OLI,As,,,
06/09/2014,y,0.535,OLI,Gs1,,,
06/09/2014,y,0.503,OLI,Gs2,,,
06/09/2014,y,0.541,OLI,Gs3,,,
06/09/2014,y,0.522,OLI,Gs4,,,
06/09/2014,y,NA,OLI,Reveg,,,
06/09/2014,y,NA,OLI,Sval1,,,
06/09/2014,y,NA,OLI,Sval3,,,
06/09/2014,y,NA,OLI,Sval6,,,
06/09/2014,y,NA,OLI,Sval7,,,
06/09/2014,y,NA,OLI,Sval8,,,
06/09/2014,y,NA,OLI,Sval9,,,
13/09/2014,y,NA,OLI,As,,,
13/09/2014,y,NA,OLI,Gs1,,,
13/09/2014,y,NA,OLI,Gs2,,,
13/09/2014,y,NA,OLI,Gs3,,,
13/09/2014,y,NA,OLI,Gs4,,,
13/09/2014,y,NA,OLI,Reveg,,,
13/09/2014,y,NA,OLI,Sval1,,,
13/09/2014,y,NA,OLI,Sval3,,,
13/09/2014,y,NA,OLI,Sval6,,,
13/09/2014,y,NA,OLI,Sval7,,,
13/09/2014,y,NA,OLI,Sval8,,,
13/09/2014,y,NA,OLI,Sval9,,,
20/09/2014,y,NA,OLI,As,,,
22/09/2014,y,NA,OLI,As,,,
22/09/2014,y,NA,OLI,Gs1,,,
22/09/2014,y,NA,OLI,Gs2,,,
22/09/2014,y,NA,OLI,Gs3,,,
22/09/2014,y,NA,OLI,Gs4,,,
22/09/2014,y,NA,OLI,Reveg,,,
22/09/2014,y,NA,OLI,Sval1,,,
22/09/2014,y,NA,OLI,Sval3,,,
22/09/2014,y,NA,OLI,Sval6,,,
22/09/2014,y,NA,OLI,Sval7,,,
22/09/2014,y,NA,OLI,Sval8,,,
22/09/2014,y,NA,OLI,Sval9,,,
29/09/2014,y,NA,OLI,As,,,
29/09/2014,y,NA,OLI,Gs1,,,
29/09/2014,y,NA,OLI,Gs2,,,
29/09/2014,y,NA,OLI,Gs3,,,
29/09/2014,y,NA,OLI,Gs4,,,
29/09/2014,y,NA,OLI,Reveg,,,
29/09/2014,y,NA,OLI,Sval1,,,
29/09/2014,y,NA,OLI,Sval3,,,
29/09/2014,y,NA,OLI,Sval6,,,
29/09/2014,y,NA,OLI,Sval7,,,
29/09/2014,y,NA,OLI,Sval8,,,
29/09/2014,y,NA,OLI,Sval9,,,
15/10/2014,y,NA,OLI,As,,,
15/10/2014,y,NA,OLI,Gs1,,,
15/10/2014,y,NA,OLI,Gs2,,,
15/10/2014,y,NA,OLI,Gs3,,,
15/10/2014,y,NA,OLI,Gs4,,,
15/10/2014,y,NA,OLI,Reveg,,,
15/10/2014,y,NA,OLI,Sval1,,,
15/10/2014,y,NA,OLI,Sval3,,,
15/10/2014,y,NA,OLI,Sval6,,,
15/10/2014,y,NA,OLI,Sval7,,,
15/10/2014,y,NA,OLI,Sval8,,,
15/10/2014,y,NA,OLI,Sval9,,,
17/10/2014,y,NA,OLI,Gs1,,,
17/10/2014,y,NA,OLI,Gs3,,,
24/10/2014,y,NA,OLI,As,,,
24/10/2014,y,NA,OLI,Gs1,,,
24/10/2014,y,NA,OLI,Gs2,,,
24/10/2014,y,NA,OLI,Gs3,,,
24/10/2014,y,NA,OLI,Gs4,,,
24/10/2014,y,NA,OLI,Reveg,,,
24/10/2014,y,NA,OLI,Sval1,,,
24/10/2014,y,NA,OLI,Sval3,,,
24/10/2014,y,NA,OLI,Sval6,,,
24/10/2014,y,NA,OLI,Sval7,,,
24/10/2014,y,NA,OLI,Sval8,,,
24/10/2014,y,NA,OLI,Sval9,,,
09/11/2014,y,NA,OLI,As,,,
09/11/2014,y,NA,OLI,Gs1,,,
09/11/2014,y,NA,OLI,Gs2,,,
09/11/2014,y,NA,OLI,Gs3,,,
09/11/2014,y,NA,OLI,Gs4,,,
09/11/2014,y,NA,OLI,Reveg,,,
09/11/2014,y,NA,OLI,Sval1,,,
09/11/2014,y,NA,OLI,Sval3,,,
09/11/2014,y,NA,OLI,Sval6,,,
